"","ahp","alcoa","amerb","arco","coke","comme","dow","dupont","espey","exxon","fisch","ford","ge","gm","gte","gulf","hp","ibm","inger","iroqu","jnj","kimbc","kinar","kodak","luken","meico","merck","mmm","mobil","morris","pandg","pills","schlum","sears","sherw","tex"
"1966-08-03",1.01852,1.01637,1.01136,1.01511,0.99839,1.05696,0.99819,1.01788,1.02326,1.00551,1,1.00831,1.01346,1.00313,1,1.04695,1.02338,1.01654,1.00932,1.02326,0.98851,1.0051,0.92593,1.00787,1.06667,0.99671,1.01017,0.99051,0.99714,0.99119,0.99433,1.01115,1.00241,1.0365,0.98913,1.02218
"1966-08-04",1.00545,1.03704,1,1,1.00322,1.06587,1.00544,0.99459,0.99432,1.01097,1,0.99451,1.00398,1.01558,1.02115,1.01345,1.00508,1.01775,1.00923,0.95455,1.01163,1.01269,1,1.01172,1.04062,1,1.00336,1.00958,0.98854,1.02222,1.0038,1.01471,1.00481,1.01408,1.01099,1.01447
"1966-08-05",1.01808,1.02174,0.9985,1.00446,1,1.01685,1.01264,1.00815,0.97143,0.99819,1,1,1.00265,1.00613,1.01183,0.99115,0.9899,0.99673,1,1.04762,0.99425,0.99248,1,0.99228,1.003,0.9769,0.99666,1,0.98551,1.00435,0.99432,1.01087,1.00239,1.02083,1.00543,0.98752
"1966-08-08",0.97158,1.00456,0.9924,1.00741,0.99679,0.97238,0.99109,0.99596,1,1.00072,0.9759,0.99724,1.01319,0.99055,0.98538,1,0.99745,1.00036,0.97866,1.04545,0.99133,1.0202,1,0.99611,1,1,1.00336,0.99367,1.00588,0.9697,1,0.99283,0.98807,0.9932,0.99459,1.00181
"1966-08-09",1.01463,1.00635,1,1.02059,1.00482,1,1.00719,0.97497,1,0.99084,1.01235,0.99723,1.00391,0.99533,0.9911,0.98661,1.00512,0.99519,0.99065,1,1.00292,0.98762,0.96,1.00781,0.96407,1.01351,0.98495,1.01274,0.99415,1.00446,1.0019,1.01083,0.99517,0.99315,0.97826,0.98018
"1966-08-10",1.00108,0.99547,0.99617,0.9928,1.0144,0.96591,0.99643,1.00902,1.01176,1.01848,1,0.99722,0.98054,0.99531,0.99701,0.96833,0.98728,0.99339,1,1.02174,0.99709,0.98747,1,0.98256,0.98137,0.99333,1.01019,0.99371,1.00588,1.00444,0.9962,0.98929,0.99757,0.98152,1,0.99816
"1966-08-11",1,1.00152,0.99615,0.97823,1.00789,0.95294,1.00358,1.00275,1.03488,0.98185,1.02683,0.99721,1,0.99686,0.98498,1.01869,1.02062,1.00666,1.00629,1.02128,0.99417,0.99746,0.95833,1.00394,1.00316,1,1,1.00316,1,0.99558,0.99046,1,0.98783,1.00235,0.99444,1
"1966-08-12",1,1.00152,0.99614,1.01929,1.00156,1.11111,1.00536,0.99588,0.98876,1,0.99398,0.99441,1.00265,0.98425,1,1.03211,1.0101,1.02719,1.0125,1,1.01173,1.00763,1,1.00589,0.98738,1.01007,0.99496,1,0.97953,1.00889,1.00771,0.99278,1.00493,1,1.01397,1.01105
"1966-08-15",0.99275,0.99244,1.00388,0.98981,0.9875,0.98889,1.00888,0.99587,0.97727,0.98706,0.99394,0.99719,0.98945,0.9888,1.00305,0.97778,1,0.99571,0.99383,1,0.9942,1.00253,1,0.98828,1.00958,0.99003,0.99324,1.00473,0.98507,1.00441,1.00382,1.01091,1,0.98357,0.97796,0.99089
"1966-08-16",0.97993,0.98933,0.98456,0.99647,0.98892,0.97191,0.98415,0.97925,0.97674,0.98502,1,0.99155,0.96267,0.9822,1.0017,1,0.98,0.98707,0.98447,1,0.99767,0.96977,1,0.99407,0.98418,0.97987,0.9949,0.98336,0.9697,1,1.00952,0.97842,1.00245,0.97852,1.00563,0.98529
"1966-08-17",1.00186,0.96764,1,0.97917,0.9856,0.95954,0.98032,1.00071,0.96429,0.9981,0.9878,0.9858,0.99723,0.99506,1.00917,1.01364,1,0.99563,0.99054,0.95833,0.99122,1.01039,1,0.99404,1.01286,0.99658,0.98291,0.98077,0.99687,0.95175,1.03774,0.98897,1.00244,1.00244,1.01401,0.98694
"1966-08-18",0.99257,0.96815,0.97255,1,0.99188,1.0012,0.97445,0.99929,1,0.98667,1,0.99135,0.99167,0.99338,0.97273,1,1.00765,0.98099,0.98726,1,0.99852,0.99486,1,0.98,0.96825,0.99656,0.99652,0.98693,1,0.95853,0.98727,0.98141,0.98537,1.01217,0.98343,0.97543
"1966-08-19",0.99625,1.00329,1,1.00304,0.99836,0.9697,1.01498,0.99075,0.96296,0.97876,0.98148,1,0.98599,1.00167,0.99688,0.96861,1,1,1.00645,1,0.99408,0.97674,0.91304,0.9898,0.98033,1.0069,0.99302,1.00331,0.95925,0.98077,1.00184,1.00758,0.97525,0.99038,1.01685,1.0155
"1966-08-22",0.98496,0.96066,0.99194,1.00606,0.99672,0.95,0.98893,0.97775,0.92308,0.99211,0.95597,0.98256,0.96875,0.97504,0.94375,0.99537,0.96962,0.98063,0.97436,0.95652,0.97321,0.98677,1,0.9732,0.99331,0.99315,0.98243,0.9967,0.96078,1.0049,1.01103,0.97368,0.95431,0.99515,0.99171,0.99618
"1966-08-23",0.99237,1.01024,0.9878,0.99699,0.99178,0.96053,1.0056,1.00734,1.02778,0.98211,1,0.97041,1.01466,0.97611,1.0298,0.97209,1.01567,1.00076,0.99671,1,1.00306,0.9866,0.95238,1,1.01684,1.0069,1.01252,1.02152,1.04082,1.01463,1,0.99614,1,0.99024,0.98607,0.99425
"1966-08-24",0.99038,1.00845,1.02058,1.00302,1.00166,1.09589,0.99814,0.99708,1,1.03239,1.01316,1.03659,1.0289,1.03322,1.02894,1.00957,1.02057,0.9962,1.0033,1,0.9939,1.02717,1,1.02331,0.99669,1,1.0212,1.02107,1.02941,1.01442,1.02182,1.00775,0.99468,1.01724,0.98023,0.98651
"1966-08-25",0.99223,0.97822,1,0.99096,0.99669,0.9,0.99814,0.98392,1.00676,0.97647,1.01299,1,0.98736,0.98816,0.98437,0.96682,0.98237,0.98857,1.00329,1,1.00153,0.97884,1,0.98758,0.9701,1,0.9827,0.99365,0.94286,0.96682,1,0.99231,1.00535,1,0.99135,0.98437
"1966-08-26",0.99022,0.99486,0.9879,0.98176,0.97841,0.96528,0.97765,1.00297,0.99329,0.98394,0.98077,0.98529,0.98578,0.97774,0.96508,0.89216,0.91795,0.97186,0.94754,0.97727,0.96784,0.98378,1,0.97065,0.96233,1,0.98768,0.95847,0.99663,0.9902,0.9911,0.99225,0.97606,0.99274,0.97674,1.00198
"1966-08-29",0.99012,0.98107,0.97143,0.95046,0.98812,0.94964,0.97524,0.99259,0.94595,0.97755,0.99346,0.9791,0.98124,0.98599,0.9375,0.93407,0.97207,0.97422,1.0173,0.95349,0.95886,1.01099,1,0.9797,0.95374,0.9863,0.97504,0.96,0.96284,0.98515,0.98564,1,0.98638,1.00488,0.99107,0.97822
"1966-08-30",0.98603,1.01754,1.0084,1.00977,0.99656,1.02273,1.01953,1.00896,0.98571,1.01879,0.99342,1.0061,1.01029,1.0302,1.0386,1.10588,1.02299,1.03827,1.03401,1,0.9967,0.99728,0.95,1.01549,1.02612,1,0.99452,1.02778,1.07368,0.99497,1.00911,1,1.00552,0.99272,0.99399,1.00405
"1966-08-31",1.05263,1.01897,1.0125,0.99677,1.03448,1.04444,0.98659,1.01479,1.04348,1.04918,0.99338,1.03636,0.98981,1.00517,1.05405,1.01064,1.03371,1.00549,1.01316,1.02439,1.01821,1.07357,1.05263,1.03813,1.02545,1,1.01471,1.01351,1.03595,1.05051,1,1.01172,1.01099,1.00978,1.01511,1.02016
"1966-09-01",1.04615,1.01015,1.00823,1,0.99,1.07801,0.98252,1.01822,1,1.01367,1.02667,1.00877,1.00882,1.02058,1.02244,1.03158,1.02174,1,0.98701,1,0.9935,0.97462,0.95,0.98636,0.98582,1,0.99094,0.99667,1.01577,1.01442,0.99639,0.97297,0.98913,1.03632,1.02679,1.00593
"1966-09-02",0.99081,0.98157,1.01224,0.99029,1.0101,1.01974,0.97628,0.98497,1,1.00385,1,1.0058,0.98251,0.98487,0.98119,0.97959,0.95479,0.99844,0.99342,1.0119,0.99264,0.9974,1,1.00213,0.9964,1,1.00731,1.01003,0.98758,1.00474,1.00543,0.99603,1.00549,1,1.02029,1.00589
"1966-09-06",0.99629,0.98805,0.99597,1,0.99,1.00645,1.0081,0.98983,1,0.98464,0.97403,1.00288,0.99407,1.01706,1.00319,0.96094,1.03064,0.99141,0.99338,1.03529,1.00247,0.99739,1.05263,0.97665,0.9639,0.99306,0.98802,0.97351,1.00943,1.00943,0.9982,1,1,0.99533,1.01136,0.99219
"1966-09-07",1.00372,0.97582,0.98381,0.99673,0.97643,0.98718,1,1.0279,1.00694,0.99805,1,0.99713,0.9791,0.99329,1.01274,0.96739,0.97297,0.99291,0.98667,1,0.98684,1.00529,0.95,0.96957,1.01873,0.97902,0.98708,0.98299,1.00623,0.96262,1.00542,0.96414,0.96448,0.99296,0.96629,1.00394
"1966-09-08",0.98701,0.98938,0.99588,0.98689,1.0069,0.99351,0.99197,0.97714,0.96552,1.00195,0.98667,0.97695,0.9939,0.98649,0.99686,1.02247,0.98611,0.98175,0.97635,1,0.99333,1.01579,1,1,0.97426,1,0.98131,1.00173,0.98762,1.02427,0.9982,0.99174,0.99717,0.98818,1.00872,0.98039
"1966-09-09",1,1.00894,1.00413,0.99169,1.00651,0.98693,1.00202,1.0117,1.01429,1.0039,1.01351,0.99115,0.99387,0.9863,1.02208,1,0.99437,1.01859,0.97924,1,0.99329,1.00518,0.89474,1.01121,1.02264,0.99286,0.99619,0.99827,1,0.98578,1,1,1,0.99043,0.99712,1.008
"1966-09-12",1.02256,1.01241,0.99177,1.02513,1.05479,1.02649,0.99192,1.02312,1,1.01942,1.01333,1.02083,1.03395,1.02951,1.0216,1.07692,1.00567,1.01746,1.0106,1,1.01182,1.02577,1.05882,1.05543,1.05166,1.00719,0.99618,1.04844,1.03135,1.04327,1.0018,1.00417,1.01136,1.00483,1.02312,1.04167
"1966-09-13",1.00735,0.99825,1.00415,0.99346,0.99351,0.96774,1.00611,1.0113,1.01408,1.00381,1,1,1.00925,1.01518,1,0.98469,1.00845,0.99532,1.03497,1.02273,0.99499,1.00503,1.11111,0.98529,0.98246,1.01429,1.02495,1.0066,1.00912,0.97604,1.00359,1.0083,1.02247,0.99038,0.98023,1.0019
"1966-09-14",1,1.00175,0.99174,1.00493,1,1.02667,1,1.01117,1.04167,1.00569,1.01316,0.99708,1.0462,1.01661,0.99698,0.98964,0.98603,1.01411,1,1,1.01846,0.985,0.95,1.03092,1.03571,1,1.05993,1.00328,1.02108,1.00478,1.01789,0.99588,0.97802,1.00728,0.97983,1.01711
"1966-09-15",1.01277,1.00701,0.99167,1.00491,1.00654,1.04545,1.01012,0.99171,1.02667,1.02453,1,1.01462,1.01425,1.02941,1.02424,1.00524,1.02266,1.03555,0.97973,0.97778,1.00659,0.97462,1.05263,1.01344,0.97241,1,1.00177,1.01634,1,1.00476,1.01406,0.95041,1.00562,1.01446,0.98824,1.01121
"1966-09-16",1.0018,1,1.0084,1,0.98377,0.98137,0.99198,1.00836,1,0.98343,1.02597,1.01441,0.99719,1.00476,1.00592,0.95833,0.97784,0.98358,0.9931,1,1,1.01563,0.95,0.98776,0.98582,1.00352,1.02998,1.00643,0.98525,1.00474,1.0052,1.01739,1.01676,1.00238,1.00595,0.98891
"1966-09-19",1.0018,0.99826,1.00417,0.99186,1.00825,0.97468,0.99596,0.9779,1,0.99064,0.98734,0.99716,1.01408,0.99526,0.98235,0.97826,0.983,0.99848,1.00347,1.02273,0.99836,1.00256,1,0.98967,1.01079,1.01053,0.9863,1.01597,0.99102,0.98113,1.01034,1,0.97802,1.00237,0.98817,1
"1966-09-20",0.98205,1,0.99585,1.00821,0.99509,0.98701,0.98377,0.9887,0.99351,0.97353,0.98077,0.99145,0.99167,0.9873,0.99102,1.00556,0.9683,0.97872,0.98962,0.97778,0.98852,1.00256,0.94737,1.00209,0.99288,1.00694,0.98958,1,1,0.98077,0.99488,1,0.99438,0.974,0.99701,1.00561
"1966-09-21",0.98172,0.98955,1,0.99674,0.99342,0.93421,0.9732,0.96857,0.98039,0.97864,1.01307,0.98276,0.97759,0.97749,0.96677,0.99448,0.95238,0.97904,0.9965,1,0.99171,0.9898,1,0.97604,0.97849,0.9931,0.97193,0.97642,1.00906,0.98039,0.97084,0.98291,0.99435,1,0.98498,0.99257
"1966-09-22",1,1.01408,1.00833,1,0.99338,1.02817,1.00212,1.01475,0.99333,1.00595,0.9871,1,1.00716,1.00822,1.0125,0.97778,1.02188,1.01229,0.98246,1,0.99833,0.98454,0.94444,1.00213,0.98168,1,1.01444,0.97746,0.99401,1,1.00707,1.02609,0.98864,0.99515,0.96341,1
"1966-09-23",0.98324,0.99826,1.00413,1.01307,0.995,0.9863,0.99366,0.9811,0.96644,0.98028,1.00654,0.99708,1.00427,0.99511,0.98765,0.96023,1.01223,0.99961,1.01429,0.97727,0.99832,0.97906,1.05882,0.98403,1,1.01389,0.99644,1.01647,1.00301,1,1,1.01695,1.03448,0.9878,0.99051,1.00936
"1966-09-26",0.98295,1.00174,0.99177,1.0129,1.00168,1.01389,0.98298,0.98667,1,0.99799,0.99351,0.9912,0.97592,0.99508,1.00625,1.0355,0.99698,1.02351,0.98592,1.02326,0.99329,1.03743,1,1.0303,1.00746,0.9863,0.98929,1.02755,1.02402,1.005,1.01053,1.01667,1.01389,1.01481,0.99681,0.99629
"1966-09-27",1.00193,0.99826,1,1.02229,0.99498,1.0411,0.99784,0.96246,1,1.02419,1,0.98817,1.01887,1.00165,1.02795,1.04,1.01758,1.00306,1.00357,1,1.01351,0.99742,0.94444,0.98109,0.9963,1.02083,1.03971,1.00473,1.02933,1.00498,1.00694,1.0123,1.00384,1.00243,1,0.99255
"1966-09-28",1.00192,0.99652,1.00415,0.99377,0.9916,0.97368,0.98687,0.95008,1.01389,0.97638,1,1,0.96439,0.99342,1,0.98352,1.01791,0.97405,0.98932,1.01136,0.98667,0.97933,1.05882,0.9743,0.97398,0.99655,0.99306,0.98587,1.00285,0.98515,1,0.97166,1.00824,0.97573,0.98718,0.9925
"1966-09-29",0.99616,0.99302,0.9876,0.98746,0.99831,1,1.00443,1.02135,0.9726,1,0.99346,0.99102,0.99705,0.98675,0.98187,0.98324,1,0.98824,0.9964,0.96629,0.98986,0.99472,0.88889,0.96484,0.97328,0.98962,0.97552,0.98248,0.9858,1.0201,0.99655,0.99583,0.98638,0.98259,1.00325,0.99244
"1966-09-30",0.99422,0.99824,1.00418,1.00317,1.01188,1.01351,0.96247,1.00965,0.98592,1.02218,1,1.00906,1.00741,1.00503,1.02154,0.98864,1.0088,1.00714,0.98917,1,0.99317,1.01592,1,1.01367,0.98824,0.99301,1.02688,1.00162,0.99712,0.99507,0.99481,1.01674,1.00276,1.01266,0.99676,1.00762
"1966-10-03",0.98062,0.99296,1,0.99525,0.99832,0.95333,1.00459,0.96895,0.95714,0.97239,0.98684,0.98204,0.98235,0.96327,0.96386,0.97126,0.99128,0.97913,1.0073,1,0.97423,0.98695,1,0.97079,0.92063,1,0.97382,0.98058,0.9711,0.9901,1.00174,1.00412,1.00275,0.975,0.99351,0.98299
"1966-10-04",1.01186,1,1,0.99841,1.02017,0.97902,1.02283,1.02547,0.92537,1.01217,1,1.02439,1.02096,1.00347,1,0.98225,1.00293,0.99558,1.01812,0.97674,0.99471,0.97354,1,1.01852,1.00862,0.97887,1.00538,0.9835,0.97619,1.01,0.99826,0.97541,0.98626,1,1.00327,0.98654
"1966-10-05",1.00195,0.9805,1.00833,0.99363,0.98517,0.97857,1,0.99038,0.96774,1.002,1,0.9881,0.99413,1.00864,0.99375,0.9759,0.97953,1.00162,1,0.9881,0.99202,1,1,0.975,0.99573,0.97842,0.99287,1.00168,1.0122,1.0396,0.9913,0.9916,0.99721,1.00256,1.00977,1.0117
"1966-10-06",0.99805,0.98011,1,1,0.97993,0.9562,1,0.99838,0.93333,1.002,0.98,0.99398,0.99558,0.99658,0.9717,0.93827,0.92836,0.98468,0.98932,0.98795,1.00894,0.99185,1,0.99767,0.99571,1.00368,0.99461,0.97152,1.03614,0.99048,1.00702,0.98305,0.96648,1.00256,0.98065,1.00578
"1966-10-07",1.00977,0.98524,0.99587,0.97917,0.99659,0.96183,1.00893,0.99028,0.96429,1.002,1,1,1.01185,0.99828,1.01942,0.97368,0.94855,0.95864,1.0036,1,0.99911,1.00822,1,1.0035,0.95259,0.98168,0.97292,0.90862,0.99128,1.01442,1,1,0.9711,0.97959,1.00329,0.9751
"1966-10-10",1.00387,1.01124,1.00415,1.01146,1.0137,1,1.00885,1.018,0.98148,1.0259,0.9932,1.01515,1.02196,1.01549,1.02222,1.05405,1.07797,1.05681,0.99283,0.97561,1.02128,0.99728,1.0625,1.03143,1.04072,1.01119,1.0167,1.03226,1.01173,1.07109,1.00348,0.98276,1.0119,0.98437,1.00328,1
"1966-10-11",1.01156,1.02037,1,1.02589,0.98142,1.03968,1.02632,1.00322,1.01887,1,1.0137,0.99701,1.0043,1.00847,1.01242,1.00641,1.03459,0.98626,1.03249,0.975,1.00694,1.00545,0.94118,0.9921,1.00435,0.98155,0.99635,1.01103,1.02319,0.9823,1.02083,1.03509,1.00588,1,1.0098,1.00786
"1966-10-12",1.00952,1.02722,1.00413,1.02524,1.02926,1.0458,1.02991,1.02564,1.07407,1.03883,1.01351,1.03293,1.01997,1.02185,1.02147,1.0828,0.97872,1.02623,1.00699,1,1,1.01084,1.0625,1.03527,1.15152,1,1.03663,1.02545,1.03966,1.00901,1.01871,1.02119,0.99415,1,0.99676,1.05653
"1966-10-13",1.03585,1,1.00823,1.01077,1.01003,0.9927,1.02075,0.97188,1.03448,0.98131,1.00667,0.98551,0.99161,0.98684,1.00901,1.02353,0.97516,1.01278,0.98264,1,1.01034,1.0134,1.17647,1.00549,0.95113,1.00752,1.00177,1.01241,0.99455,1,1,1,1.00588,1.02116,1.00974,1.00369
"1966-10-14",1.01275,1.0106,1.05714,1.00457,1.00662,0.96324,0.97561,0.99035,1.06667,0.9981,0.99338,0.97941,0.98166,0.94833,1,1.06322,0.98408,0.99685,0.98233,1,1.01024,0.98942,1,0.99672,0.98419,1.01493,0.98942,0.99124,0.98356,1.0625,0.99499,1.02075,0.97076,1.01295,0.98392,0.99632
"1966-10-17",1.02158,1.01748,1.00386,1.00909,1.00658,0.99237,1.00625,1.01948,1.07813,1.02099,0.98667,1.02402,1.01868,1.01054,0.99405,0.98919,1.00971,1.00158,1,1.02564,1,1.00267,0.95,1.01754,0.94378,0.99632,1.0107,1.0371,1.0195,1.01681,1.00503,1.03252,0.99398,0.99744,0.98693,1.03321
"1966-10-18",1.02113,1.01718,1.04615,1.03303,1.05229,1.04615,1.00414,0.99363,1.01449,1.01869,1.01351,1.0088,1.04231,1.00174,1.00898,0.99454,0.99359,1.02686,1.02158,1,1.01182,1.04,1,1.02586,1.03404,0.99631,0.99471,1.00852,1.02186,1.01653,1.01336,0.99213,1.01212,1.00513,1.00662,1.02143
"1966-10-19",1.0069,0.98986,0.98162,0.99855,0.99379,1.04412,0.98969,0.96314,1,0.97798,0.97333,0.97674,1.00677,0.99479,0.99407,0.95055,0.98065,0.97692,1.01056,0.975,1.02337,0.99231,0.94737,0.9916,1.03704,1.00741,0.99291,0.98311,1.01337,1.00407,0.99834,0.99206,0.99401,0.9898,1.00658,0.97552
"1966-10-20",1.00342,1.00683,1,0.99563,1,0.97183,0.98958,0.99168,0.92857,1.01126,1,1,0.99328,0.99302,1.00299,1.00578,1.03289,1.00315,1,1,1,1.00258,0.94444,0.98093,0.97619,0.99632,0.98929,1.00515,0.98681,1.0081,0.98505,1.008,1.0241,0.97938,0.99346,1.02151
"1966-10-21",0.99829,1.00678,0.98876,0.99123,1.0125,1,1.01053,0.99329,0.98462,1.00371,0.99315,1,1.00677,1.01582,1.00595,0.98276,1.01274,1.01099,0.97909,1.01282,0.99592,0.99742,1,1.01188,1.00813,1,1,0.99145,1.01337,0.97992,1.01686,1.02381,1,1.00263,1.00658,1.02807
"1966-10-24",1.00513,1.00168,1.01894,0.99115,1.02469,1.02899,0.99583,1.00338,0.92187,1.03882,1,1.00893,1.01344,1.00519,1.00592,0.97076,1.00629,1,1.02135,0.98734,0.9959,0.99225,1,0.99146,0.97177,1,1.03249,1.00345,1.01847,1.0041,0.99502,1.06977,0.96471,0.99738,0.99346,0.99147
"1966-10-25",1.01361,1.02185,0.99628,1.03423,0.99849,1.0493,1.00418,1.03872,1.08475,1,0.9931,0.99941,0.99204,1.00344,1.01176,1.03012,0.98125,1.00854,0.99652,1.01282,0.99342,1.02083,1.11765,1.00215,1.04564,1.01845,1.0035,1.00344,0.98705,0.99184,0.99667,0.99275,1.01829,0.99474,1.00329,1.01205
"1966-10-26",1.00671,1.02961,1.01119,1.00144,0.99698,1.16107,0.99375,0.97569,1,1.00178,1.00694,1.00299,1.01738,0.99828,1.00872,1,1.05732,1.01463,1,0.98734,1,1.02806,0.94737,1.00107,1.03175,1,1.00697,1.02911,1,1.02058,0.99833,1.05109,1.04491,1.01323,1.01639,1.0068
"1966-10-27",1.00167,1.01757,1,0.99138,0.99244,1.01156,1.00839,1.03821,0.96875,1.00888,1.01379,1.02388,1.00788,0.99656,1.02017,1.07018,1.0241,1.01062,1.01748,1,1.03974,1.02978,0.94444,1.01395,0.98462,1,0.99827,1.01165,1,0.9879,1.01173,1.00694,1.02579,1.00261,1.00654,1.01182
"1966-10-28",1.00333,1.00785,0.99631,1.0087,1.00152,0.94286,0.98753,0.9904,1,0.98768,1.02721,0.98542,0.99087,1.0069,1.00282,1.02186,1.02059,1.00563,1.00348,0.97436,1.01911,1.00241,1,0.99788,0.98828,1,1.02426,1.00658,0.99213,1.00816,0.99503,0.98621,1.01117,1.00521,1.02922,0.99666
"1966-10-31",0.98839,0.99844,0.98889,0.98851,1.00304,1.01818,0.98316,1.021,0.96774,0.99643,1.00662,0.99408,1.00395,1.00514,1,1.0107,0.98559,0.99141,0.98958,1,1.00937,1.00721,1.11765,1.00106,0.98419,0.98551,0.99492,0.99183,0.99206,1.00405,0.99834,1.01748,1.01105,1.01295,1.01577,1.0067
"1966-11-01",1.05872,1.00468,0.99625,1.01308,1.01062,1.0119,1.01071,0.99842,0.96667,1.00179,1.02632,1,1.0118,1.0017,1.0169,1.06878,1.04386,1.0241,1.00351,1,1.00929,1.00239,0.89474,1.02331,0.99197,1.00735,1.0119,1.0346,1.01867,1.02419,1.00667,0.98625,0.99454,1.00256,1.01553,0.99268
"1966-11-02",0.99049,1.00621,1.00376,1.00143,1.00901,1.02353,1.02966,1.0206,1,0.97857,0.99359,0.99702,1.00648,1.0051,0.99723,1.0297,1,1.01324,1.01399,1,1.01687,1.00238,1,0.99586,0.97976,1.0073,1,1.01752,1.01204,1.00394,1.00662,0.99408,1.00549,0.99745,1.00917,0.98139
"1966-11-03",0.9968,1.00309,0.99625,0.99713,0.99405,0.98851,0.99383,0.98137,1,1.0073,0.96129,0.99104,0.99743,0.9797,0.97222,1.05288,0.9916,1.00174,1.01379,0.97368,1.01056,0.98337,1,1,0.9876,0.99275,1.01681,0.98905,1.00261,0.98039,0.99013,0.99293,0.99454,0.99744,0.99697,1.01724
"1966-11-04",1.01124,0.99415,0.9985,1.00575,1.00599,0.98837,0.98758,0.99684,0.98276,1.00217,1.00671,1,1.00129,1.00345,1.01143,1.02283,0.99153,1.00727,1.01361,1.02703,1.01642,1.00483,1,1.00624,1.00418,1.00365,1.00496,1.00475,0.99479,1.024,0.99003,1.00356,0.97253,1.00513,1.00304,1.01017
"1966-11-07",1.01048,1.00156,0.98855,0.99857,0.9881,0.97647,1.02306,1.00635,1.01754,0.99084,1.01333,0.99398,0.98711,0.99656,0.97458,0.98214,1.04274,1.00722,1,1.05263,0.99853,0.9976,1,0.98347,1.01667,1.01091,1.02632,1.00472,0.99476,1.01563,1.00503,1.01418,1.0113,0.99745,1.02121,0.9849
"1966-11-09",1.0237,1.00621,0.98842,0.99943,1.00151,1.08434,0.98361,1.02208,0.98276,1.00555,0.97632,0.99697,1.00261,1.00864,1.02609,0.97273,1.02186,1.00143,1.02013,1,1,0.98795,1,1.02416,0.99174,0.98561,1.01282,1.00627,1.00263,1,1.00668,0.99301,1.01117,1.00153,1.01484,1.0017
"1966-11-10",1,0.9892,0.99219,1.0101,1.02556,0.96111,1.00833,1.01543,1.05263,1.02022,1.00685,1.00608,1.00521,1.01541,0.99718,1.06542,0.99465,1.00858,0.99013,1,1.00588,1.01463,1,1.01846,0.98333,0.9927,1,0.98598,1.00787,1.00769,0.99502,1.01408,1.03591,1.01289,0.99415,1.0085
"1966-11-11",1.00309,0.98752,0.99606,0.98857,0.9912,0.98266,0.99174,0.99088,0.98333,1.00721,1,0.99698,1.01813,1.00169,0.98584,1.08772,0.98925,0.99858,1,1,0.99854,1.00962,1,1.00302,1.07627,1.00735,1.00633,0.99684,1,1,0.99167,1.00694,1.00267,1.00763,1.00294,0.99325
"1966-11-14",0.99846,0.9921,0.98814,1.00867,1,0.94706,0.9875,0.98696,0.98305,0.98748,1.0068,0.99697,0.98982,0.98485,1.01724,0.97177,0.98913,0.9929,0.99003,0.975,1,1.0119,1,0.99498,0.94882,0.9927,0.97799,1.00951,0.98698,0.98473,0.98319,0.9931,1,0.99242,0.97361,0.9983
"1966-11-15",1.01079,1.00955,1.024,1.00143,0.99704,1.01863,0.99789,0.99301,1.01724,0.99819,1.00676,0.99088,1.00386,1.00349,0.99593,1.09832,0.98901,1.00858,1.01007,0.98718,0.99561,1.00471,1.05882,1.00908,1.01245,1.00735,1.02894,1,1.00528,1.0155,0.99316,1.02431,1.02394,1.00254,1.02108,1
"1966-11-16",1.0061,0.99685,1.03516,0.99714,1.01484,0.9878,1.00846,1.00782,1.0678,1.00363,1,1,0.9936,1,1.00286,1.08949,1.00556,1.01702,0.99668,1.06494,1,0.98361,0.88889,0.994,1.08607,1.0073,0.97344,0.99843,1.01575,1,1.00688,0.98983,0.99221,1.01523,1,1.01361
"1966-11-17",0.99394,0.99684,0.99623,1.00287,0.99708,0.98765,1.0021,1,0.96825,0.99096,1,0.99693,1.00387,0.98609,1.0057,0.93214,1.0221,0.99582,1.00667,0.97561,0.98971,1,1.0625,0.99598,0.97358,0.99275,0.99839,0.99057,0.99483,1,0.99487,0.9726,0.98953,0.9925,0.99115,0.9849
"1966-11-18",0.99543,0.97778,0.98485,1.00143,1.01466,1.0375,0.97908,0.9736,1.01639,1.00182,0.99329,0.99077,1.00128,0.98413,0.99717,1.01916,1.0027,0.9944,0.99669,1,1.00594,1,1.17647,0.99394,0.99225,1,1,1.00159,0.97922,0.99618,1.00687,1.01056,0.98942,1,1,0.98467
"1966-11-21",1.00153,0.98214,0.98846,0.99857,0.96821,0.99518,0.99145,0.98246,0.93548,0.9745,1,0.98137,0.99103,0.98566,0.99432,0.98496,0.97844,0.98028,0.98007,1,0.98656,0.9881,0.9,0.98577,0.94531,1.0146,0.98714,0.97686,0.99735,0.99617,1.00341,0.98955,0.97326,1,1.00595,0.99308
"1966-11-22",1.00459,0.99669,1.00778,0.98712,1.00299,1,0.98276,0.99675,1,0.97757,1.00338,1,1.00906,0.98545,1.00286,1.03817,1.02204,1,1,1.025,1,0.99036,1,0.99691,0.98347,1.00719,1,1.00163,0.99202,1,0.9983,0.99296,0.98077,0.98741,0.98817,1.00174
"1966-11-23",1.00913,1.00663,0.99228,1.00435,1.02381,0.96951,1.00877,0.99837,1,0.99809,0.98316,1,0.99487,1.00185,1.0057,1.03676,1.0027,1.02299,1.00339,0.97561,0.99475,1.00487,1.05556,1.01138,0.9958,1.00357,1.00651,1.02602,1.02145,1.00385,1,0.99291,0.9916,0.9949,1,1.02261
